"global_step","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step__MIN","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step__MAX","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step__MIN","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step__MAX","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step__MIN","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step__MAX","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step__MIN","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step__MAX","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step__MIN","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step__MAX","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step__MIN","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step__MAX","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step__MIN","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step__MAX","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last__MAX"
"1001472000","","","","","","","","","","","","","","","","","","","691","691","691","0.041015625","0.041015625","0.041015625","","","","","","","","","","","","","","","","","",""
"1007616000","174","174","174","0.09632568359375","0.068603515625","0.1513671875","174","174","174","0.0439697265625","0.0341796875","0.0533447265625","","","","","","","","","","","","","","","","","","","","","","","","","174","174","174","0.03294677734375","0.0302734375","0.0367431640625"
"1015808000","175","175","175","0.095263671875","0.065185546875","0.11767578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1032192000","178","178","178","0.08720703125","0.0565185546875","0.10546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1040384000","179","179","179","0.0889892578125","0.053466796875","0.1065673828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1048576000","181","181","181","0.0944580078125","0.0615234375","0.113037109375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1056768000","182","182","182","0.0878173828125","0.0562744140625","0.1041259765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1064960000","183","183","183","0.084423828125","0.052978515625","0.101318359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1073152000","185","185","185","0.0837158203125","0.0472412109375","0.1033935546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1081344000","186","186","186","0.0796142578125","0.0440673828125","0.0966796875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1089536000","188","188","188","0.0940185546875","0.052734375","0.121826171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1097728000","189","189","189","0.0805419921875","0.0477294921875","0.0946044921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1105920000","190","190","190","0.0791015625","0.0479736328125","0.097900390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1114112000","192","192","192","0.0795654296875","0.04296875","0.0938720703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1122304000","193","193","193","0.07294921875","0.0404052734375","0.08642578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1130496000","195","195","195","0.095263671875","0.0765380859375","0.1148681640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1138688000","196","196","196","0.0776611328125","0.0565185546875","0.0904541015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1146880000","197","197","197","0.07724609375","0.0601806640625","0.0916748046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1155072000","202","202","202","0.0744873046875","0.0518798828125","0.0928955078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1163264000","203","203","203","0.1364501953125","0.0711669921875","0.3677978515625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1179648000","206","206","206","0.0691162109375","0.0457763671875","0.08935546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1187840000","207","207","207","0.0701904296875","0.0443115234375","0.0865478515625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1196032000","209","209","209","0.0679443359375","0.036865234375","0.0911865234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1204224000","210","210","210","0.0697998046875","0.042724609375","0.0841064453125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1220608000","213","213","213","0.0667236328125","0.0404052734375","0.083984375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1228800000","214","214","214","0.0650146484375","0.039306640625","0.080810546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1236992000","216","216","216","0.0656982421875","0.0426025390625","0.08544921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1245184000","217","217","217","0.06533203125","0.0360107421875","0.0860595703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1253376000","221","221","221","0.0978759765625","0.06494140625","0.20263671875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1261568000","222","222","222","0.0703369140625","0.0576171875","0.0838623046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1269760000","223","223","223","0.0663818359375","0.0477294921875","0.0767822265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1277952000","225","225","225","0.072021484375","0.052001953125","0.0916748046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1286144000","226","226","226","0.0664306640625","0.0404052734375","0.0889892578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1294336000","227","227","227","0.0630615234375","0.0401611328125","0.080078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1302528000","229","229","229","0.062841796875","0.037109375","0.0791015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1310720000","230","230","230","0.0643310546875","0.0394287109375","0.0833740234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1318912000","232","232","232","0.07060546875","0.0465087890625","0.088623046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1327104000","233","233","233","0.064990234375","0.045166015625","0.0859375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1335296000","234","234","234","0.0631591796875","0.040283203125","0.085205078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1343488000","236","236","236","0.0585205078125","0.036376953125","0.07421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1351680000","237","237","237","0.0614013671875","0.0430908203125","0.08056640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1368064000","240","240","240","0.06103515625","0.0360107421875","0.0819091796875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1376256000","241","241","241","0.0598388671875","0.033447265625","0.0830078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1384448000","243","243","243","0.0660888671875","0.0394287109375","0.0836181640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1392640000","244","244","244","0.059130859375","0.0341796875","0.082275390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1409024000","247","247","247","0.0570556640625","0.033935546875","0.077880859375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1417216000","248","248","248","0.058837890625","0.03466796875","0.0780029296875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1425408000","250","250","250","0.05986328125","0.0338134765625","0.0804443359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1433600000","251","251","251","0.0600341796875","0.0328369140625","0.082275390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1449984000","254","254","254","0.0593017578125","0.0394287109375","0.0833740234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1458176000","255","255","255","0.055810546875","0.03857421875","0.072998046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1466368000","257","257","257","0.06484375","0.0458984375","0.0770263671875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1474560000","258","258","258","0.0547607421875","0.03515625","0.0697021484375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1482752000","259","259","259","0.0535888671875","0.0384521484375","0.072265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1490944000","261","261","261","0.053857421875","0.0364990234375","0.0703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1499136000","262","262","262","0.05439453125","0.0406494140625","0.06982421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1507328000","264","264","264","0.06025390625","0.042236328125","0.078857421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1515520000","265","265","265","0.05478515625","0.0355224609375","0.0728759765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1523712000","266","266","266","0.0527099609375","0.0323486328125","0.0673828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1531904000","268","268","268","0.052978515625","0.034423828125","0.07177734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1540096000","269","269","269","0.0540771484375","0.0382080078125","0.0711669921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1548288000","271","271","271","0.0606689453125","0.0498046875","0.0692138671875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1556480000","272","272","272","0.0514892578125","0.0364990234375","0.0638427734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1564672000","273","273","273","0.05107421875","0.033447265625","0.0645751953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1572864000","275","275","275","0.051318359375","0.034912109375","0.0711669921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1581056000","276","276","276","0.0507568359375","0.0360107421875","0.060546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1597440000","279","279","279","0.0503662109375","0.035400390625","0.0667724609375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1605632000","280","280","280","0.0489013671875","0.0340576171875","0.0616455078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613824000","282","282","282","0.04921875","0.034423828125","0.0631103515625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1622016000","283","283","283","0.0510986328125","0.03662109375","0.066162109375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1638400000","286","286","286","0.0492919921875","0.04345703125","0.0611572265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1646592000","287","287","287","0.047412109375","0.0291748046875","0.06298828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1654784000","289","289","289","0.0488525390625","0.033203125","0.0594482421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1662976000","290","290","290","0.049755859375","0.0384521484375","0.065185546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1671168000","291","291","291","0.048193359375","0.0372314453125","0.05517578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1679360000","292","292","292","0.049072265625","0.0386962890625","0.0621337890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1687552000","293","293","293","0.04716796875","0.030517578125","0.0596923828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1695744000","295","295","295","0.055615234375","0.044677734375","0.0653076171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1703936000","296","296","296","0.047607421875","0.0338134765625","0.0582275390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1712128000","297","297","297","0.045068359375","0.031005859375","0.0579833984375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1720320000","299","299","299","0.047802734375","0.037109375","0.0548095703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1728512000","300","300","300","0.045068359375","0.0289306640625","0.0582275390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1736704000","302","302","302","0.0545166015625","0.042236328125","0.060302734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1744896000","303","303","303","0.04521484375","0.02978515625","0.05615234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1753088000","304","304","304","0.0465576171875","0.0340576171875","0.054931640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1761280000","306","306","306","0.045556640625","0.0338134765625","0.0531005859375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1769472000","307","307","307","0.04521484375","0.0350341796875","0.0501708984375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1785856000","310","310","310","0.0425048828125","0.033447265625","0.05322265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1794048000","311","311","311","0.046826171875","0.0347900390625","0.0556640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1802240000","313","313","313","0.0447021484375","0.0343017578125","0.054443359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1810432000","314","314","314","0.0433349609375","0.0341796875","0.05029296875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1826816000","317","317","317","0.0434814453125","0.03271484375","0.04931640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1835008000","318","318","318","0.0431884765625","0.0333251953125","0.054931640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1843200000","320","320","320","0.0422607421875","0.02734375","0.0518798828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1851392000","321","321","321","0.043994140625","0.0323486328125","0.0513916015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1867776000","324","324","324","0.0444580078125","0.0335693359375","0.052001953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1875968000","325","325","325","0.04404296875","0.03173828125","0.052490234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1884160000","327","327","327","0.0516845703125","0.039794921875","0.0577392578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1892352000","328","328","328","0.04423828125","0.0382080078125","0.050537109375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1900544000","329","329","329","0.044384765625","0.0391845703125","0.0482177734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1908736000","331","331","331","0.0420166015625","0.030517578125","0.0496826171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1916928000","332","332","332","0.04130859375","0.032958984375","0.0494384765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1925120000","334","334","334","0.05166015625","0.0460205078125","0.056396484375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1933312000","335","335","335","0.043505859375","0.03564453125","0.0484619140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1941504000","336","336","336","0.0417236328125","0.029052734375","0.0469970703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1949696000","338","338","338","0.042431640625","0.0343017578125","0.048095703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1957888000","339","339","339","0.04150390625","0.033203125","0.0509033203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1966080000","341","341","341","0.0478515625","0.0426025390625","0.0550537109375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1974272000","342","342","342","0.0411376953125","0.028076171875","0.04833984375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1982464000","343","343","343","0.0408447265625","0.0281982421875","0.048095703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1990656000","345","345","345","0.042236328125","0.0313720703125","0.0491943359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1998848000","346","346","346","0.0398193359375","0.0313720703125","0.046630859375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015232000","349","349","349","0.040380859375","0.03076171875","0.047119140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023424000","350","350","350","0.039990234375","0.031494140625","0.0450439453125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2031616000","352","352","352","0.04072265625","0.0333251953125","0.0465087890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2039808000","353","353","353","0.040625","0.03125","0.0540771484375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2056192000","356","356","356","0.040576171875","0.0322265625","0.046142578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2064384000","357","357","357","0.0397705078125","0.0323486328125","0.0458984375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2072576000","359","359","359","0.040478515625","0.0303955078125","0.046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080768000","360","360","360","0.0379638671875","0.030517578125","0.046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2088960000","361","361","361","0.0396240234375","0.0330810546875","0.0494384765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2097152000","362","362","362","0.04150390625","0.0364990234375","0.0450439453125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2105344000","363","363","363","0.041845703125","0.033935546875","0.0477294921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2113536000","365","365","365","0.0451904296875","0.0396728515625","0.0501708984375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2121728000","366","366","366","0.0398193359375","0.0369873046875","0.0465087890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2129920000","367","367","367","0.0407470703125","0.036865234375","0.0462646484375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2138112000","369","369","369","0.04013671875","0.0323486328125","0.0482177734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2146304000","370","370","370","0.0377197265625","0.02880859375","0.043212890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2154496000","372","372","372","0.04443359375","0.0396728515625","0.0484619140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2162688000","373","373","373","0.03759765625","0.0321044921875","0.0413818359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2170880000","374","374","374","0.0400390625","0.0323486328125","0.04833984375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2179072000","376","376","376","0.0391845703125","0.03271484375","0.0443115234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2187264000","377","377","377","0.037158203125","0.033935546875","0.0428466796875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2203648000","380","380","380","0.03896484375","0.0316162109375","0.05078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2211840000","381","381","381","0.038671875","0.0347900390625","0.04541015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2220032000","383","383","383","0.0375244140625","0.032958984375","0.04541015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2228224000","384","384","384","0.0368896484375","0.0301513671875","0.04931640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2244608000","387","387","387","0.036572265625","0.0301513671875","0.0445556640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2252800000","388","388","388","0.0366455078125","0.0325927734375","0.0430908203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2260992000","390","390","390","0.0373046875","0.0286865234375","0.0484619140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2269184000","391","391","391","0.0379638671875","0.032958984375","0.04541015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2285568000","394","394","394","0.03779296875","0.0303955078125","0.0413818359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2293760000","395","395","395","0.038671875","0.0330810546875","0.04541015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2301952000","397","397","397","0.0430419921875","0.039306640625","0.049072265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2310144000","398","398","398","0.036962890625","0.0308837890625","0.0418701171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2318336000","399","399","399","0.037060546875","0.0302734375","0.0416259765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2326528000","401","401","401","0.035791015625","0.03076171875","0.046630859375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2334720000","402","402","402","0.0368896484375","0.0330810546875","0.0418701171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2342912000","404","404","404","0.044970703125","0.0369873046875","0.052978515625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2351104000","405","405","405","0.0373046875","0.0316162109375","0.0460205078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2359296000","406","406","406","0.0357421875","0.03076171875","0.0419921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2367488000","408","408","408","0.0365966796875","0.0299072265625","0.04443359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2375680000","409","409","409","0.0358642578125","0.031494140625","0.0443115234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2383872000","411","411","411","0.04189453125","0.0372314453125","0.046142578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2392064000","412","412","412","0.03525390625","0.0311279296875","0.041259765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2400256000","413","413","413","0.0361083984375","0.03125","0.0447998046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2408448000","415","415","415","0.0359619140625","0.031982421875","0.0430908203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2416640000","416","416","416","0.0337646484375","0.02880859375","0.04052734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2433024000","419","419","419","0.0351318359375","0.0323486328125","0.0404052734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2441216000","420","420","420","0.0349609375","0.0289306640625","0.0418701171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2449408000","422","422","422","0.035205078125","0.031494140625","0.039794921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2457600000","423","423","423","0.034033203125","0.0274658203125","0.0421142578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2473984000","426","426","426","0.03720703125","0.032958984375","0.042236328125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2482176000","427","427","427","0.037353515625","0.0338134765625","0.0418701171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2490368000","429","429","429","0.034423828125","0.0308837890625","0.04150390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2498560000","430","430","430","0.0358154296875","0.0283203125","0.043212890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2506752000","434","434","434","0.0375244140625","0.030517578125","0.0465087890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2514944000","435","435","435","0.036572265625","0.028076171875","0.0445556640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2523136000","436","436","436","0.034814453125","0.029541015625","0.040283203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2531328000","438","438","438","0.041796875","0.0360107421875","0.0479736328125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
